text,entities,type
Investigators traced the shipment from Ahmedabad to Mumbai-Pune Expressway.,"[[39, 48, ""GPE""], [52, 74, ""LOC""]]",multi_entity
Police located Mohammed Arif Khan near Eastern Express Highway.,"[[15, 33, ""PERSON""], [39, 62, ""LOC""]]",multi_entity
"Imran Sheikh transferred funds to Shakti Traders, while Ayesha Khan contacted Metro Logistics Pvt Ltd.","[[0, 12, ""PERSON""], [34, 48, ""ORG""], [56, 67, ""PERSON""], [78, 101, ""ORG""]]",complex
The vehicle associated with Ananya Sharma was found near Mumbai-Pune Expressway.,"[[28, 41, ""PERSON""], [57, 79, ""LOC""]]",multi_entity
Investigators collected the Case File for further examination.,[],hard_negative
A payment was made to Nova Components.,"[[22, 37, ""ORG""]]",org_context
Neeraj Shah was seen entering Turbhe Warehouse No. 4.,"[[0, 11, ""PERSON""], [30, 52, ""FAC""]]",facility_context
Ananya Sharma transferred money to Apex Distributors from Thane.,"[[0, 13, ""PERSON""], [35, 52, ""ORG""], [58, 63, ""GPE""]]",multi_entity
The CCTV footage showed that R K Sharma had contacted Shakti Traders.,"[[29, 39, ""PERSON""], [54, 68, ""ORG""]]",contrastive_negative
No useful information was found in the bank records.,[],hard_negative
Ananya Sharma travelled from Navi Mumbai to Chennai with Neeraj Shah.,"[[0, 13, ""PERSON""], [29, 40, ""GPE""], [44, 51, ""GPE""], [57, 68, ""PERSON""]]",complex
"According to the witness statement, Sameer Khan visited Shakti Traders in Jaipur.","[[36, 47, ""PERSON""], [56, 70, ""ORG""], [74, 80, ""GPE""]]",contrastive_negative
The station diary entry contained references to R K Sharma and Prime Warehousing.,"[[48, 58, ""PERSON""], [63, 80, ""ORG""]]",contrastive_negative
Investigators collected the financial records for further examination.,[],hard_negative
"Ananya Sharma transferred funds to DM Trading Services, while Dev Malhotra contacted Shakti Traders.","[[0, 13, ""PERSON""], [35, 54, ""ORG""], [62, 74, ""PERSON""], [85, 99, ""ORG""]]",complex
The directors of KS Electronics were questioned.,"[[17, 31, ""ORG""]]",org_context
"R K Sharma transferred funds to Shakti Traders, while Neeraj Shah contacted City Cargo Services.","[[0, 10, ""PERSON""], [32, 46, ""ORG""], [54, 65, ""PERSON""], [76, 95, ""ORG""]]",complex
Investigators traced the shipment from Nagpur to Andheri East.,"[[39, 45, ""GPE""], [49, 61, ""LOC""]]",multi_entity
Suresh Iyer was observed outside City Cargo Services in Bengaluru.,"[[0, 11, ""PERSON""], [33, 52, ""ORG""], [56, 65, ""GPE""]]",multi_entity
The team reviewed the Case File before questioning Ananya Sharma.,"[[51, 64, ""PERSON""]]",hard_negative
The vehicle associated with Ananya Sharma was found near Vashi Sector 17.,"[[28, 41, ""PERSON""], [57, 72, ""LOC""]]",multi_entity
The FIR record was reviewed by the investigating officer.,[],hard_negative
Records from City Cargo Services were collected by police.,"[[13, 32, ""ORG""]]",org_context
Records from Western Freight Solutions were collected by police.,"[[13, 38, ""ORG""]]",org_context
KS Electronics was named in the Call Detail Records reviewed by investigators.,"[[0, 14, ""ORG""]]",contrastive_negative
Mohit Chawla appeared in the investigation report.,"[[0, 12, ""PERSON""]]",hard_negative
The team reviewed the police report before questioning S. Iyer.,"[[55, 62, ""PERSON""]]",hard_negative
The team reviewed the CCTV record before questioning Ravi Deshmukh.,"[[53, 66, ""PERSON""]]",hard_negative
The vehicle was located near Andheri East.,"[[29, 41, ""LOC""]]",location_context
Western Freight Solutions operates a warehouse in Nagpur.,"[[0, 25, ""ORG""], [50, 56, ""GPE""]]",multi_entity
National Freight Corporation submitted invoices from its Mumbai office.,"[[0, 28, ""ORG""], [57, 63, ""GPE""]]",multi_entity
The suspect travelled from Hyderabad to Mumbai.,"[[27, 36, ""GPE""], [40, 46, ""GPE""]]",location_context
Investigators traced the shipment from Pune to Turbhe Industrial Area.,"[[39, 43, ""GPE""], [47, 69, ""LOC""]]",multi_entity
The team reviewed the incident report before questioning Sameer Khan.,"[[57, 68, ""PERSON""]]",hard_negative
Imran Sheikh transferred money to Shakti Traders from Ahmedabad.,"[[0, 12, ""PERSON""], [34, 48, ""ORG""], [54, 63, ""GPE""]]",multi_entity
Investigators traced the shipment from Chennai to Mumbai-Pune Expressway.,"[[39, 46, ""GPE""], [50, 72, ""LOC""]]",multi_entity
Dev Malhotra met an employee of City Cargo Services near Vashi Sector 17.,"[[0, 12, ""PERSON""], [32, 51, ""ORG""], [57, 72, ""LOC""]]",multi_entity
Funds moved from an account linked to M. A. Khan into BlueLine Transport.,"[[38, 48, ""PERSON""], [54, 72, ""ORG""]]",multi_entity
"According to the surveillance record, Ayesha Khan visited DM Trading Services in Lucknow.","[[38, 49, ""PERSON""], [58, 77, ""ORG""], [81, 88, ""GPE""]]",contrastive_negative
Investigators traced the shipment from Hyderabad to Andheri East.,"[[39, 48, ""GPE""], [52, 64, ""LOC""]]",multi_entity
The arrest memo showed that Arjun Patel had contacted Metro Logistics Pvt Ltd.,"[[28, 39, ""PERSON""], [54, 77, ""ORG""]]",contrastive_negative
The incident occurred in Bengaluru.,"[[25, 34, ""GPE""]]",location_context
The CCTV records contained references to Ananya Sharma and Shakti Traders.,"[[41, 54, ""PERSON""], [59, 73, ""ORG""]]",contrastive_negative
The Location Surveillance Record was linked to an incident in Hyderabad.,"[[62, 71, ""GPE""]]",hard_negative
Entries in the Case File were compared with bank transactions.,[],hard_negative
Maharashtra State Bank submitted invoices from its Surat office.,"[[0, 22, ""ORG""], [51, 56, ""GPE""]]",multi_entity
Investigators traced the shipment from Ahmedabad to Nhava Sheva Port Area.,"[[39, 48, ""GPE""], [52, 73, ""LOC""]]",multi_entity
The Location Surveillance Record showed that Arjun Patel had contacted Shakti Traders.,"[[45, 56, ""PERSON""], [71, 85, ""ORG""]]",contrastive_negative
Sameer Khan appeared in the bank records.,"[[0, 11, ""PERSON""]]",hard_negative
The team reviewed the vehicle movement record before questioning R K Sharma.,"[[65, 75, ""PERSON""]]",hard_negative
Funds moved from an account linked to Vikram Joshi into Metro Logistics Pvt Ltd.,"[[38, 50, ""PERSON""], [56, 79, ""ORG""]]",multi_entity
Metro Logistics Pvt Ltd operates a warehouse in Indore.,"[[0, 23, ""ORG""], [48, 54, ""GPE""]]",multi_entity
"The surveillance record mentioned Md. Arif Khan, Dev Malhotra, and Apex Distributors.","[[34, 47, ""PERSON""], [49, 61, ""PERSON""], [67, 84, ""ORG""]]",complex
Shakti Traders was named in the FIR record reviewed by investigators.,"[[0, 14, ""ORG""]]",contrastive_negative
Imran Sheikh appeared in the surveillance records.,"[[0, 12, ""PERSON""]]",hard_negative
Vikram Joshi appeared in the vehicle movement record.,"[[0, 12, ""PERSON""]]",hard_negative
DM Trading Services was named in the investigation report reviewed by investigators.,"[[0, 19, ""ORG""]]",contrastive_negative
Funds moved from an account linked to Imran Sheikh into City Cargo Services.,"[[38, 50, ""PERSON""], [56, 75, ""ORG""]]",multi_entity
The FIR showed that Rajiv Bansal had contacted National Freight Corporation.,"[[20, 32, ""PERSON""], [47, 75, ""ORG""]]",contrastive_negative
Investigators traced the shipment from Thane to Mumbai-Pune Expressway.,"[[39, 44, ""GPE""], [48, 70, ""LOC""]]",multi_entity
KS Electronics submitted invoices from its Hyderabad office.,"[[0, 14, ""ORG""], [43, 52, ""GPE""]]",multi_entity
"Md. Arif Khan transferred funds to KS Electronics, while Suresh Iyer contacted Prime Warehousing.","[[0, 13, ""PERSON""], [35, 49, ""ORG""], [57, 68, ""PERSON""], [79, 96, ""ORG""]]",complex
Police located Arjun Patel near Andheri East.,"[[15, 26, ""PERSON""], [32, 44, ""LOC""]]",multi_entity
The vehicle associated with Imran Sheikh was found near Thane Creek.,"[[28, 40, ""PERSON""], [56, 67, ""LOC""]]",multi_entity
"Md. Arif Khan transferred funds to BlueLine Transport, while Suresh Iyer contacted DM Trading Services.","[[0, 13, ""PERSON""], [35, 53, ""ORG""], [61, 72, ""PERSON""], [83, 102, ""ORG""]]",complex
"Vikram Joshi transferred funds to Prime Warehousing, while S. Iyer contacted KS Electronics.","[[0, 12, ""PERSON""], [34, 51, ""ORG""], [59, 66, ""PERSON""], [77, 91, ""ORG""]]",complex
S. Iyer was observed outside DM Trading Services in Delhi.,"[[0, 7, ""PERSON""], [29, 48, ""ORG""], [52, 57, ""GPE""]]",multi_entity
City Cargo Services submitted invoices from its Lucknow office.,"[[0, 19, ""ORG""], [48, 55, ""GPE""]]",multi_entity
Arjun Patel transferred money to Apex Distributors from Pune.,"[[0, 11, ""PERSON""], [33, 50, ""ORG""], [56, 60, ""GPE""]]",multi_entity
Karan Sethi transferred money to Apex Distributors from Nagpur.,"[[0, 11, ""PERSON""], [33, 50, ""ORG""], [56, 62, ""GPE""]]",multi_entity
The vehicle associated with Ananya Sharma was found near Nhava Sheva Port Area.,"[[28, 41, ""PERSON""], [57, 78, ""LOC""]]",multi_entity
Police located Priya Nair near Mumbai-Pune Expressway.,"[[15, 25, ""PERSON""], [31, 53, ""LOC""]]",multi_entity
The team reviewed the FIR before questioning Suresh Iyer.,"[[45, 56, ""PERSON""]]",hard_negative
"According to the CDR records, M. A. Khan visited National Freight Corporation in Hyderabad.","[[30, 40, ""PERSON""], [49, 77, ""ORG""], [81, 90, ""GPE""]]",contrastive_negative
Funds moved from an account linked to Ravi Deshmukh into Nova Components.,"[[38, 51, ""PERSON""], [57, 72, ""ORG""]]",multi_entity
The case file showed that Suresh Iyer had contacted National Freight Corporation.,"[[26, 37, ""PERSON""], [52, 80, ""ORG""]]",contrastive_negative
Neeraj Shah was observed outside DM Trading Services in Thane.,"[[0, 11, ""PERSON""], [33, 52, ""ORG""], [56, 61, ""GPE""]]",multi_entity
Metro Logistics Pvt Ltd submitted invoices from its Thane office.,"[[0, 23, ""ORG""], [52, 57, ""GPE""]]",multi_entity
The team reviewed the evidence log before questioning Rohan Mehta.,"[[54, 65, ""PERSON""]]",hard_negative
"According to the Case File, Mohammed Arif Khan visited National Freight Corporation in Chennai.","[[28, 46, ""PERSON""], [55, 83, ""ORG""], [87, 94, ""GPE""]]",contrastive_negative
Nova Components maintained an office in Mumbai.,"[[0, 15, ""ORG""], [40, 46, ""GPE""]]",org_context
Imran Sheikh travelled from Pune to Kochi with Priya Nair.,"[[0, 12, ""PERSON""], [28, 32, ""GPE""], [36, 41, ""GPE""], [47, 57, ""PERSON""]]",complex
Sameer Khan was observed outside Western Freight Solutions in Lucknow.,"[[0, 11, ""PERSON""], [33, 58, ""ORG""], [62, 69, ""GPE""]]",multi_entity
Nova Components was named in the Case File reviewed by investigators.,"[[0, 15, ""ORG""]]",contrastive_negative
Prime Warehousing operates a warehouse in Ahmedabad.,"[[0, 17, ""ORG""], [42, 51, ""GPE""]]",multi_entity
Arjun Patel transferred money to Metro Logistics Pvt Ltd from Chennai.,"[[0, 11, ""PERSON""], [33, 56, ""ORG""], [62, 69, ""GPE""]]",multi_entity
"Priya Nair transferred funds to National Freight Corporation, while Md. Arif Khan contacted Maharashtra State Bank.","[[0, 10, ""PERSON""], [32, 60, ""ORG""], [68, 81, ""PERSON""], [92, 114, ""ORG""]]",complex
Western Freight Solutions submitted invoices from its Surat office.,"[[0, 25, ""ORG""], [54, 59, ""GPE""]]",multi_entity
The police report mentioned Ananya Sharma.,"[[28, 41, ""PERSON""]]",hard_negative
City Cargo Services operates a warehouse in Lucknow.,"[[0, 19, ""ORG""], [44, 51, ""GPE""]]",multi_entity
Rohan Mehta worked with DM Trading Services in Surat.,"[[0, 11, ""PERSON""], [24, 43, ""ORG""], [47, 52, ""GPE""]]",multi_entity
The vehicle was located near Thane Creek.,"[[29, 40, ""LOC""]]",location_context
Nova Components submitted invoices from its Surat office.,"[[0, 15, ""ORG""], [44, 49, ""GPE""]]",multi_entity
The CDR records was linked to an incident in Kochi.,"[[45, 50, ""GPE""]]",hard_negative
The station diary entry contained references to Priya Nair and Nova Components.,"[[48, 58, ""PERSON""], [63, 78, ""ORG""]]",contrastive_negative
Ananya Sharma was observed outside DM Trading Services in Bengaluru.,"[[0, 13, ""PERSON""], [35, 54, ""ORG""], [58, 67, ""GPE""]]",multi_entity
The investigation report contained references to Arjun Patel and Nova Components.,"[[49, 60, ""PERSON""], [65, 80, ""ORG""]]",contrastive_negative
Neeraj Shah and Priya Nair met representatives of Maharashtra State Bank in Surat.,"[[0, 11, ""PERSON""], [16, 26, ""PERSON""], [50, 72, ""ORG""], [76, 81, ""GPE""]]",complex
The bank records mentioned Vikram Joshi.,"[[27, 39, ""PERSON""]]",hard_negative
Dev Malhotra travelled from Mumbai to Bengaluru with Mohit Chawla.,"[[0, 12, ""PERSON""], [28, 34, ""GPE""], [38, 47, ""GPE""], [53, 65, ""PERSON""]]",complex
The witness statement contained references to Mohit Chawla and Metro Logistics Pvt Ltd.,"[[46, 58, ""PERSON""], [63, 86, ""ORG""]]",contrastive_negative
"According to the Location Surveillance Record, Rohan Mehta visited DM Trading Services in Jaipur.","[[47, 58, ""PERSON""], [67, 86, ""ORG""], [90, 96, ""GPE""]]",contrastive_negative
The police report contained references to Mohit Chawla and Metro Logistics Pvt Ltd.,"[[42, 54, ""PERSON""], [59, 82, ""ORG""]]",contrastive_negative
BlueLine Transport maintained an office in Navi Mumbai.,"[[0, 18, ""ORG""], [43, 54, ""GPE""]]",org_context
"According to the surveillance record, Vikram Joshi visited DM Trading Services in Delhi.","[[38, 50, ""PERSON""], [59, 78, ""ORG""], [82, 87, ""GPE""]]",contrastive_negative
Investigators compared the control room log with records from City Cargo Services.,"[[62, 81, ""ORG""]]",contrastive_negative
The vehicle associated with Rohan Mehta was found near Eastern Express Highway.,"[[28, 39, ""PERSON""], [55, 78, ""LOC""]]",multi_entity
Ravi Deshmukh met an employee of National Freight Corporation near Bandra Kurla Complex.,"[[0, 13, ""PERSON""], [33, 61, ""ORG""], [67, 87, ""LOC""]]",multi_entity
Investigators compared the Location Surveillance Record with records from Metro Logistics Pvt Ltd.,"[[74, 97, ""ORG""]]",contrastive_negative
The forensic report was reviewed by the investigating officer.,[],hard_negative
Western Freight Solutions submitted invoices from its Lucknow office.,"[[0, 25, ""ORG""], [54, 61, ""GPE""]]",multi_entity
Apex Distributors rented space at Turbhe Warehouse No. 4.,"[[0, 17, ""ORG""], [34, 56, ""FAC""]]",facility_context
"Vikram Joshi transferred funds to Nova Components, while Mohammed Arif Khan contacted Metro Logistics Pvt Ltd.","[[0, 12, ""PERSON""], [34, 49, ""ORG""], [57, 75, ""PERSON""], [86, 109, ""ORG""]]",complex
Rajiv Bansal worked with National Freight Corporation in Surat.,"[[0, 12, ""PERSON""], [25, 53, ""ORG""], [57, 62, ""GPE""]]",multi_entity
Neeraj Shah was observed outside Maharashtra State Bank in Delhi.,"[[0, 11, ""PERSON""], [33, 55, ""ORG""], [59, 64, ""GPE""]]",multi_entity
"The vehicle movement record mentioned Rajiv Bansal, Ravi Deshmukh, and City Cargo Services.","[[38, 50, ""PERSON""], [52, 65, ""PERSON""], [71, 90, ""ORG""]]",complex
The crime scene report showed that Neeraj Shah had contacted Nova Components.,"[[35, 46, ""PERSON""], [61, 76, ""ORG""]]",contrastive_negative
The surveillance record showed that M. A. Khan had contacted KS Electronics.,"[[36, 46, ""PERSON""], [61, 75, ""ORG""]]",contrastive_negative
Dev Malhotra met an employee of KS Electronics near Powai Lake Road.,"[[0, 12, ""PERSON""], [32, 46, ""ORG""], [52, 67, ""LOC""]]",multi_entity
Ananya Sharma was seen entering Sector 19 Storage Depot.,"[[0, 13, ""PERSON""], [32, 55, ""FAC""]]",facility_context
A payment was made to Metro Logistics Pvt Ltd.,"[[22, 45, ""ORG""]]",org_context
Shakti Traders operates a warehouse in Thane.,"[[0, 14, ""ORG""], [39, 44, ""GPE""]]",multi_entity
Entries in the CCTV records were compared with bank transactions.,[],hard_negative
The investigation report showed that Imran Sheikh had contacted BlueLine Transport.,"[[37, 49, ""PERSON""], [64, 82, ""ORG""]]",contrastive_negative
The incident occurred in Ahmedabad.,"[[25, 34, ""GPE""]]",location_context
"The CCTV footage mentioned Ravi Deshmukh, Ananya Sharma, and DM Trading Services.","[[27, 40, ""PERSON""], [42, 55, ""PERSON""], [61, 80, ""ORG""]]",complex
Records from Metro Logistics Pvt Ltd were collected by police.,"[[13, 36, ""ORG""]]",org_context
"The investigation report mentioned Ayesha Khan, Rohan Mehta, and Western Freight Solutions.","[[35, 46, ""PERSON""], [48, 59, ""PERSON""], [65, 90, ""ORG""]]",complex
S. Iyer appeared in the Case File.,"[[0, 7, ""PERSON""]]",hard_negative
The seizure memo showed that M. A. Khan had contacted BlueLine Transport.,"[[29, 39, ""PERSON""], [54, 72, ""ORG""]]",contrastive_negative
R K Sharma travelled from Ahmedabad to Chennai with Arjun Patel.,"[[0, 10, ""PERSON""], [26, 35, ""GPE""], [39, 46, ""GPE""], [52, 63, ""PERSON""]]",complex
Funds moved from an account linked to S. Iyer into Western Freight Solutions.,"[[38, 45, ""PERSON""], [51, 76, ""ORG""]]",multi_entity
"The financial records mentioned Ravi Deshmukh, Md. Arif Khan, and Maharashtra State Bank.","[[32, 45, ""PERSON""], [47, 60, ""PERSON""], [66, 88, ""ORG""]]",complex
Police searched Andheri Commercial Complex after receiving information.,"[[16, 42, ""FAC""]]",facility_context
